city,timestamp,temperature,season
New York,2010-01-01,-2.31335130885391,winter
New York,2010-01-02,-3.9802801055723247,winter
New York,2010-01-03,-5.651364100386442,winter
New York,2010-01-04,-0.7385750028450268,winter
New York,2010-01-05,-4.104135248986412,winter
New York,2010-01-06,-0.23722743334910668,winter
New York,2010-01-07,-2.326762956862588,winter
New York,2010-01-08,-4.736934381762837,winter
New York,2010-01-09,9.455083720714793,winter
New York,2010-01-10,4.899052533416622,winter
New York,2010-01-11,-0.337315759988023,winter
New York,2010-01-12,-1.6430447048662769,winter
New York,2010-01-13,-2.9976617392232163,winter
New York,2010-01-14,8.27837376959853,winter
New York,2010-01-15,-1.8928903964048254,winter
New York,2010-01-16,2.2619498904114184,winter
New York,2010-01-17,-4.73135059226974,winter
New York,2010-01-18,6.611679794157523,winter
New York,2010-01-19,-2.380236902160923,winter
New York,2010-01-20,-1.381678782312683,winter
New York,2010-01-21,1.028086864936991,winter
New York,2010-01-22,-1.606634510993728,winter
New York,2010-01-23,0.3801043214752731,winter
New York,2010-01-24,3.3744841221028747,winter
New York,2010-01-25,3.4907813683805458,winter
New York,2010-01-26,1.3276247486821289,winter
New York,2010-01-27,1.018662544747346,winter
New York,2010-01-28,2.3213364551422844,winter
New York,2010-01-29,-0.31643716560066565,winter
New York,2010-01-30,-0.874184769650151,winter
New York,2010-01-31,-2.6876792118157318,winter
New York,2010-02-01,0.7027380979156578,winter
New York,2010-02-02,-4.493723140869349,winter
New York,2010-02-03,0.4120759998500573,winter
New York,2010-02-04,-0.40925816433299533,winter
New York,2010-02-05,9.405176103964813,winter
New York,2010-02-06,4.512556272015251,winter
New York,2010-02-07,4.418723720332635,winter
New York,2010-02-08,9.90749319742795,winter
New York,2010-02-09,-14.344075671734004,winter
New York,2010-02-10,2.8746605549630093,winter
New York,2010-02-11,-4.094845833929864,winter
New York,2010-02-12,-3.576974997876075,winter
New York,2010-02-13,-0.4884598015861952,winter
New York,2010-02-14,-3.7073097461678244,winter
New York,2010-02-15,0.09271001960550379,winter
New York,2010-02-16,-0.538841639467553,winter
New York,2010-02-17,7.4211560027321335,winter
New York,2010-02-18,-3.8390633023502363,winter
New York,2010-02-19,3.362500194636979,winter
New York,2010-02-20,-2.202483546901134,winter
New York,2010-02-21,3.4115989760607053,winter
New York,2010-02-22,5.505914142593667,winter
New York,2010-02-23,-7.97311018214449,winter
New York,2010-02-24,-2.7518426542022274,winter
New York,2010-02-25,8.380881658465164,winter
New York,2010-02-26,-2.3807104422564875,winter
New York,2010-02-27,-7.831265421210475,winter
New York,2010-02-28,-3.600337347126769,winter
New York,2010-03-01,5.802986151854728,spring
New York,2010-03-02,6.400748091609483,spring
New York,2010-03-03,14.078284749199074,spring
New York,2010-03-04,7.833100309387006,spring
New York,2010-03-05,10.279296055280984,spring
New York,2010-03-06,9.776313301490182,spring
New York,2010-03-07,2.8959716069663557,spring
